          pH	          mu	        Time	          pH	          Na	           K	          Ca	          Mg	         PO4	          Cl	         SO4	         NH4	        HCO3	          SC	        fsl1	        fsl2	        fsl3	        fsl4	         POM	         MOM	         QOM	         DOM	          BA	          EP	          EM	          IC	       Total	         FeS	     Calcite	      Ca-PO4	      Pyrite	
      7.1237	  0.00125528	  0.0000e+00	  7.1237e+00	  1.1401e-04	  2.8002e-05	  1.8276e-04	  7.9005e-05	  5.0003e-06	  1.3301e-04	  4.0002e-06	  3.8002e-05	  9.0005e-06	  8.2287e+01	  7.9986e-01	  9.7898e-01	  9.9257e-01	  9.9999e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
      7.1237	  0.00125528	  0.0000e+00	  7.1237e+00	  1.1401e-04	  2.8002e-05	  1.8276e-04	  7.9005e-05	  5.0003e-06	  1.3301e-04	  4.0002e-06	  3.8002e-05	  9.0005e-06	  8.2287e+01	  7.9986e-01	  9.7898e-01	  9.9257e-01	  9.9999e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
     6.77798	  0.00915638	  1.0000e+00	  6.7780e+00	  4.9427e-04	  8.5708e-05	  1.8376e-03	  8.2364e-04	  5.1923e-05	  4.5505e-03	  5.4829e-04	  1.1390e-04	  2.6244e-04	  1.1509e+03	  3.6834e-01	  7.7362e-01	  9.1207e-01	  9.9902e-01	  4.4943e+00	  1.7780e+01	  1.9951e-04	  7.2241e-03	  4.5574e-01	  5.2386e-02	  5.2386e-02	  2.0580e-01	  2.3174e+01	  0.0000e+00	  0.0000e+00	  6.7494e-04	  1.4119e-03	
     6.72363	   0.0147145	  2.0000e+00	  6.7236e+00	  8.0885e-04	  1.0980e-04	  3.0032e-03	  1.3551e-03	  3.7624e-05	  7.7647e-03	  8.8131e-04	  1.4288e-04	  4.2728e-04	  1.8510e+03	  2.9193e-01	  6.8099e-01	  8.6750e-01	  9.9775e-01	  4.2865e+00	  1.7886e+01	  3.3139e-04	  7.0505e-03	  4.5084e-01	  5.2773e-02	  5.2773e-02	  3.1174e-01	  2.3068e+01	  0.0000e+00	  0.0000e+00	  7.3059e-04	  1.3827e-03	
     6.69928	   0.0196866	  3.0000e+00	  6.6993e+00	  1.1385e-03	  1.2834e-04	  4.0382e-03	  1.8306e-03	  3.0533e-05	  1.0659e-02	  1.1723e-03	  1.6358e-04	  5.8393e-04	  2.4610e+03	  2.5089e-01	  6.1687e-01	  8.3246e-01	  9.9631e-01	  4.0863e+00	  1.7988e+01	  4.8655e-04	  6.9139e-03	  4.4335e-01	  5.3153e-02	  5.3153e-02	  4.1665e-01	  2.2963e+01	  0.0000e+00	  0.0000e+00	  7.6727e-04	  1.3627e-03	
     6.68687	   0.0243367	  4.0000e+00	  6.6869e+00	  1.4845e-03	  1.4431e-04	  4.9994e-03	  2.2744e-03	  2.5963e-05	  1.3383e-02	  1.4429e-03	  1.8024e-04	  7.3545e-04	  3.0218e+03	  2.2380e-01	  5.6783e-01	  8.0287e-01	  9.9472e-01	  3.8934e+00	  1.8086e+01	  6.6007e-04	  6.7942e-03	  4.3461e-01	  5.3524e-02	  5.3524e-02	  5.1931e-01	  2.2861e+01	  0.0000e+00	  0.0000e+00	  7.9541e-04	  1.3477e-03	
     6.68062	   0.0287725	  5.0000e+00	  6.6806e+00	  1.8454e-03	  1.5878e-04	  5.9103e-03	  2.6969e-03	  2.2670e-05	  1.5994e-02	  1.7010e-03	  1.9442e-04	  8.8320e-04	  3.5498e+03	  2.0405e-01	  5.2835e-01	  7.7701e-01	  9.9301e-01	  3.7078e+00	  1.8180e+01	  8.4896e-04	  6.6830e-03	  4.2525e-01	  5.3887e-02	  5.3887e-02	  6.1922e-01	  2.2761e+01	  0.0000e+00	  0.0000e+00	  8.1824e-04	  1.3358e-03	
     6.67796	   0.0330498	  6.0000e+00	  6.6780e+00	  2.2193e-03	  1.7225e-04	  6.7833e-03	  3.1034e-03	  2.0149e-05	  1.8523e-02	  1.9503e-03	  2.0690e-04	  1.0279e-03	  4.0536e+03	  1.8878e-01	  4.9553e-01	  7.5395e-01	  9.9120e-01	  3.5292e+00	  1.8271e+01	  1.0511e-03	  6.5757e-03	  4.1560e-01	  5.4240e-02	  5.4240e-02	  7.1610e-01	  2.2664e+01	  0.0000e+00	  0.0000e+00	  8.3729e-04	  1.3260e-03	
     6.67754	   0.0372017	  7.0000e+00	  6.6775e+00	  2.6047e-03	  1.8502e-04	  7.6261e-03	  3.4971e-03	  1.8143e-05	  2.0987e-02	  2.1930e-03	  2.1812e-04	  1.1701e-03	  4.5382e+03	  1.7648e-01	  4.6762e-01	  7.3311e-01	  9.8929e-01	  3.3575e+00	  1.8358e+01	  1.2648e-03	  6.4698e-03	  4.0589e-01	  5.4583e-02	  5.4583e-02	  8.0982e-01	  2.2570e+01	  0.0000e+00	  0.0000e+00	  8.5347e-04	  1.3178e-03	
     6.67855	   0.0412492	  8.0000e+00	  6.6786e+00	  3.0001e-03	  1.9726e-04	  8.4434e-03	  3.8803e-03	  1.6504e-05	  2.3397e-02	  2.4302e-03	  2.2836e-04	  1.3099e-03	  5.0067e+03	  1.6630e-01	  4.4350e-01	  7.1408e-01	  9.8731e-01	  3.1927e+00	  1.8441e+01	  1.4886e-03	  6.3639e-03	  3.9623e-01	  5.4916e-02	  5.4916e-02	  9.0032e-01	  2.2480e+01	  0.0000e+00	  0.0000e+00	  8.6738e-04	  1.3107e-03	
     6.68053	   0.0452068	  9.0000e+00	  6.6805e+00	  3.4044e-03	  2.0910e-04	  9.2388e-03	  4.2542e-03	  1.5138e-05	  2.5761e-02	  2.6629e-03	  2.3782e-04	  1.4477e-03	  5.4616e+03	  1.5769e-01	  4.2236e-01	  6.9658e-01	  9.8526e-01	  3.0345e+00	  1.8521e+01	  1.7212e-03	  6.2570e-03	  3.8671e-01	  5.5240e-02	  5.5240e-02	  9.8758e-01	  2.2392e+01	  0.0000e+00	  0.0000e+00	  8.7947e-04	  1.3046e-03	
     6.68313	    0.049085	  1.0000e+01	  6.6831e+00	  3.8164e-03	  2.2060e-04	  1.0015e-02	  4.6201e-03	  1.3983e-05	  2.8084e-02	  2.8915e-03	  2.4662e-04	  1.5836e-03	  5.9043e+03	  1.5028e-01	  4.0365e-01	  6.8039e-01	  9.8314e-01	  2.8828e+00	  1.8597e+01	  1.9616e-03	  6.1487e-03	  3.7738e-01	  5.5555e-02	  5.5555e-02	  1.0716e+00	  2.2308e+01	  0.0000e+00	  0.0000e+00	  8.9005e-04	  1.2992e-03	
     6.68617	   0.0528915	  1.1000e+01	  6.6862e+00	  4.2352e-03	  2.3184e-04	  1.0773e-02	  4.9786e-03	  1.2993e-05	  3.0370e-02	  3.1166e-03	  2.5487e-04	  1.7176e-03	  6.3363e+03	  1.4382e-01	  3.8694e-01	  6.6535e-01	  9.8096e-01	  2.7375e+00	  1.8670e+01	  2.2087e-03	  6.0387e-03	  3.6828e-01	  5.5860e-02	  5.5860e-02	  1.1524e+00	  2.2228e+01	  0.0000e+00	  0.0000e+00	  8.9938e-04	  1.2943e-03	
